strategy,base_strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
naive_bayes_tau_0_6,naive_bayes,0.6,284.2,91.8,533.4,838.2,1747.6,1122.4,625.2,0.75662314686048,0.2532597832217549,0.8531265791149167,0.3889107308092373,0.1468734208850832,0.7467402167782451,0.46791695286991314,0.5531931811683358,0.3793752754276433,0.29209438172589597,0.1244150180736292,0.5565420014586607,0.6937066355761206,0.909671231551539
naive_bayes_tau_0_7,naive_bayes,0.7,232.4,74.0,551.2,890.0,1747.6,1122.4,625.2,0.7599566997683327,0.207081681758649,0.8815914431998507,0.38245208954872384,0.11840855680014925,0.7929183182413511,0.44846523933764965,0.5443365624792499,0.325420777246353,0.24232882395009017,0.11235944124663184,0.5565420014586607,0.6937066355761206,0.9296902216510153
naive_bayes_tau_0_8,naive_bayes,0.8,156.4,42.4,582.8,966.0,1747.6,1122.4,625.2,0.8351913416520814,0.13900608862442126,0.9321359264544224,0.3761151961089577,0.06786407354557766,0.8609939113755788,0.4229715244841804,0.5355710075394218,0.2311973404833199,0.16520401249846386,0.1205042727286088,0.5565420014586607,0.6937066355761206,0.8888533896146834
naive_bayes_tau_0_9,naive_bayes,0.9,79.6,3.8,621.4,1042.8,1747.6,1122.4,625.2,0.9544704544882044,0.07093257939333689,0.9939111306345678,0.37343180309267004,0.0060888693654322056,0.9290674206066631,0.40116008591646934,0.5324218550139523,0.13202641307031324,0.08704383668097844,0.145764972156816,0.5565420014586607,0.6937066355761206,0.9674619319061973
bks_tau_0_1,bks,0.1,1115.0,598.0,27.2,7.4,1747.6,1122.4,625.2,0.6508744930097358,0.9934089000407222,0.04349500337034263,0.791379650160138,0.9565049966296574,0.006591099959277771,0.6535586574796467,0.5184519517055325,0.7864563882287785,0.8987994242132572,0.12747936984261793,0.5853957225774293,0.6939969111168514,0.5040442841848499
bks_tau_0_2,bks,0.2,457.4,167.4,457.8,665.0,1747.6,1122.4,625.2,0.7325349366978122,0.4074776966560777,0.7321725444602927,0.40762826168262345,0.26782745553970727,0.5925223033439223,0.5237295763034587,0.5698251205581852,0.5235501141518932,0.44711712638491496,0.13990023085840092,0.5853957225774293,0.6939969111168514,0.8112616619739168
bks_tau_0_3,bks,0.3,453.0,165.6,459.6,669.4,1747.6,1122.4,625.2,0.7326774988554298,0.4035584127009176,0.7350566914123261,0.4070073253406349,0.2649433085876739,0.5964415872990825,0.5222387591421519,0.5693075520566218,0.5203536953836673,0.4433536589110673,0.13914297372719572,0.5853957225774293,0.6939969111168514,0.814791797242877
bks_tau_0_4,bks,0.4,331.8,116.2,509.0,790.6,1747.6,1122.4,625.2,0.7414963738516216,0.2956779748316947,0.8140624517064297,0.3916416979762705,0.18593754829357034,0.7043220251683053,0.4812085048279989,0.5548702132690622,0.4226582283194157,0.3360556042269839,0.12086458310416162,0.5853957225774293,0.6939969111168514,0.8965752921771063
bks_tau_0_5,bks,0.5,276.8,88.6,536.6,845.6,1747.6,1122.4,625.2,0.7588710800591394,0.2467158312418729,0.8582611655710357,0.38823726357058813,0.14173883442896434,0.7532841687581271,0.4655246951911499,0.5524884984064543,0.37219959975699635,0.2851642590663138,0.12425392798747259,0.5853957225774293,0.6939969111168514,0.931341777507624
bks_tau_0_6,bks,0.6,247.4,84.6,540.6,875.0,1747.6,1122.4,625.2,0.7472635156651555,0.22034654749701255,0.8646562079228401,0.3818229256792362,0.13534379207715985,0.7796534525029875,0.4509343464755653,0.5425013777099263,0.3399648997401484,0.2564203636109314,0.10470176377331539,0.5853957225774293,0.6939969111168514,0.9563201182349607
bks_tau_0_7,bks,0.7,66.4,0.8,624.4,1056.0,1747.6,1122.4,625.2,0.9890350877192983,0.05913678821773557,0.9987132787981684,0.371605582683037,0.0012867212018315584,0.9408632117822645,0.3953092423520386,0.5289250335079521,0.11156175747294247,0.07282534799175336,0.14431731423217045,0.5853957225774293,0.6939969111168514,0.9845987170349252
bks_tau_0_8,bks,0.8,63.8,0.2,625.0,1058.6,1747.6,1122.4,625.2,0.9973684210526315,0.05683869637062543,0.9996810207336523,0.3712637546095544,0.0003189792663476874,0.9431613036293746,0.3941670964246736,0.5282598585521389,0.107501552300675,0.07004203911392391,0.14420991110634218,0.5853957225774293,0.6939969111168514,0.987274983791794
bks_tau_0_9,bks,0.9,62.6,0.0,625.2,1059.8,1747.6,1122.4,625.2,1.0,0.05577956133090787,1.0,0.3710742646311722,0.0,0.9442204386690921,0.39359891460649177,0.5278897806654539,0.10564938696828852,0.06876273728642264,0.143824157297372,0.5853957225774293,0.6939969111168514,0.9899416504584607
logistic_regression_tau_0_1,logistic_regression,0.1,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.624581319934294,0.7176546310072789,0.9258430790623473
logistic_regression_tau_0_2,logistic_regression,0.2,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.624581319934294,0.7176546310072789,0.9148074953956113
logistic_regression_tau_0_3,logistic_regression,0.3,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.624581319934294,0.7176546310072789,0.9069481552882955
logistic_regression_tau_0_4,logistic_regression,0.4,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.624581319934294,0.7176546310072789,0.8048807132677162
logistic_regression_tau_0_5,logistic_regression,0.5,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.624581319934294,0.7176546310072789,0.6319594908667069
logistic_regression_tau_0_6,logistic_regression,0.6,459.0,167.8,457.4,663.4,1747.6,1122.4,625.2,0.7327450101894947,0.40890273579850406,0.7315309845487837,0.40799760014421815,0.26846901545121626,0.591097264201496,0.5244171058449745,0.5702168601736439,0.5247894991336433,0.44850921494151025,0.14058204700728508,0.624581319934294,0.7176546310072789,0.8110496990386533
logistic_regression_tau_0_7,logistic_regression,0.7,459.0,167.8,457.4,663.4,1747.6,1122.4,625.2,0.7327450101894947,0.40890273579850406,0.7315309845487837,0.40799760014421815,0.26846901545121626,0.591097264201496,0.5244171058449745,0.5702168601736439,0.5247894991336433,0.44850921494151025,0.14058204700728508,0.624581319934294,0.7176546310072789,0.8110496990386533
logistic_regression_tau_0_8,logistic_regression,0.8,458.6,167.8,457.4,663.8,1747.6,1122.4,625.2,0.73258113039193,0.40854643400803203,0.7315309845487837,0.4078509550503761,0.26846901545121626,0.591453565991968,0.5241881226998771,0.5700387092784078,0.5244516957431307,0.44815306573835156,0.1402485507044629,0.624581319934294,0.7176546310072789,0.8108806243111047
logistic_regression_tau_0_9,logistic_regression,0.9,273.2,59.8,565.4,849.2,1747.6,1122.4,625.2,0.8206483288732217,0.24344710965933833,0.9043086599263896,0.3997357240759515,0.09569134007361042,0.7565528903406616,0.4799007871260265,0.573877884792864,0.37540486501159187,0.2832721596239751,0.18043112949397466,0.624581319934294,0.7176546310072789,0.7307773901165951
logistic_interactions_tau_0_1,logistic_interactions,0.1,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.6243856871587481,0.7218309347664561,0.9258430790623473
logistic_interactions_tau_0_2,logistic_interactions,0.2,1122.4,625.2,0.0,0.0,1747.6,1122.4,625.2,0.6422200863607275,1.0,0.0,,1.0,0.0,0.6422200863607275,0.5,0.7821280702780786,0.899741940422021,,0.6243856871587481,0.7218309347664561,0.9148074953956113
