strategy,base_strategy,tau,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
dst_dempster_fire_specificity_silence_sensitivity_tau_0_4,dst_dempster_fire_specificity_silence_sensitivity,0.4,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905250267549302,0.3104130154788404,0.6328799685155565
dst_dempster_fire_specificity_silence_sensitivity_tau_0_5,dst_dempster_fire_specificity_silence_sensitivity,0.5,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905250267549302,0.3104130154788404,0.26662500783804416
dst_dempster_fire_specificity_silence_sensitivity_tau_0_6,dst_dempster_fire_specificity_silence_sensitivity,0.6,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905250267549302,0.3104130154788404,0.46211625560431885
dst_dempster_fire_specificity_silence_sensitivity_tau_0_7,dst_dempster_fire_specificity_silence_sensitivity,0.7,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905250267549302,0.3104130154788404,0.46211625560431885
dst_dempster_fire_specificity_silence_sensitivity_tau_0_8,dst_dempster_fire_specificity_silence_sensitivity,0.8,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905250267549302,0.3104130154788404,0.46211625560431885
dst_dempster_fire_specificity_silence_sensitivity_tau_0_9,dst_dempster_fire_specificity_silence_sensitivity,0.9,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905250267549302,0.3104130154788404,0.46211625560431885
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_1,dst_pcr6_fire_specificity_silence_sensitivity,0.1,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905257403398409,0.30900107013296463,0.9612828075749359
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_2,dst_pcr6_fire_specificity_silence_sensitivity,0.2,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905257403398409,0.30900107013296463,0.9612828075749359
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_3,dst_pcr6_fire_specificity_silence_sensitivity,0.3,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905257403398409,0.30900107013296463,0.7536788116597002
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_4,dst_pcr6_fire_specificity_silence_sensitivity,0.4,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905257403398409,0.30900107013296463,0.6328799685155565
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_5,dst_pcr6_fire_specificity_silence_sensitivity,0.5,4932.4,43278.8,0.0,0.0,48211.2,4932.4,43278.8,0.1023081521020742,1.0,0.0,,1.0,0.0,0.1023081521020742,0.5,0.18562524341324693,0.36299205435750653,,0.6905257403398409,0.30900107013296463,0.26662500783804416
dst_pcr6_fire_specificity_silence_sensitivity_tau_0_6,dst_pcr6_fire_specificity_silence_sensitivity,0.6,2131.0,2283.0,40995.8,2801.4,48211.2,4932.4,43278.8,0.4827924956918605,0.43203461173843544,0.9472489889415685,0.9360376184206292,0.05275101105843144,0.5679653882615645,0.8945389483001867,0.689641800340002,0.4559860570638058,0.4413027866214329,0.3985598030826576,0.6905257403398409,0.30900107013296463,0.46211625560431885
