family,fold,delta,family_support,language,n_tools,log_gt_kept,log_n_samples,kept_frac,union_recall,log_family_support
CWE-668,2,,273,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.436162647040756
CWE-668,3,,273,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.436162647040756
CWE-668,4,0.062166611304497306,273,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.436162647040756
CWE-704,0,,88,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.9444826721501687
CWE-704,1,,88,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.9444826721501687
CWE-704,2,,88,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.9444826721501687
CWE-704,3,,88,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.9444826721501687
CWE-704,4,,88,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.9444826721501687
CWE-705,0,,53,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7242758696007892
CWE-705,1,,52,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7160033436347992
CWE-705,2,,53,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7242758696007892
CWE-705,3,,53,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7242758696007892
CWE-705,4,,53,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.7242758696007892
CWE-706,0,,161,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2068258760318495
CWE-706,1,,161,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2068258760318495
CWE-706,2,,162,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2095150145426308
CWE-706,3,,161,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2068258760318495
CWE-706,4,,162,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.2095150145426308
CWE-74,0,,188,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.27415784926368
CWE-74,1,,187,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.271841606536499
CWE-74,2,,188,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.27415784926368
CWE-74,3,,187,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.271841606536499
CWE-74,4,,188,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,2.27415784926368
CWE-754,0,,33,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5185139398778875
CWE-754,1,,34,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5314789170422551
CWE-754,2,,33,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5185139398778875
CWE-754,3,,33,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5185139398778875
CWE-754,4,,34,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.5314789170422551
CWE-834,0,,70,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.845098040014257
CWE-834,1,,70,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.845098040014257
CWE-834,2,,71,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.8512583487190752
CWE-834,3,,70,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.845098040014257
CWE-834,4,,70,c_cpp,6,4.377160490206987,4.763495378857957,0.9725759059745348,0.2044973654731776,1.845098040014257
