strategy,tp,fp,tn,fn,support,positive_support,negative_support,precision,recall,specificity,npv,fpr,fnr,accuracy,balanced_accuracy,f1,f2,mcc,roc_auc,pr_auc,cwe_attribution_acc
dst_yager_fire_specificity_silence_sensitivity_tau_0_6,715.2,239.0,462.6,721.6,2138.4,1436.8,701.6,0.7495589634239306,0.49776556001826816,0.6593994174793902,0.3906716086481954,0.34060058252060976,0.5022344399817318,0.5507964935932569,0.5785824887488291,0.5981864893791728,0.5335885254102091,0.14845478311814642,0.5899390540244809,0.7238971332321631,0.5777155646221562
dst_yager_fire_specificity_silence_sensitivity_tau_0_7,712.2,237.6,464.0,724.6,2138.4,1436.8,701.6,0.7498709324244566,0.49566298889754073,0.6613991982048025,0.3903957188320173,0.3386008017951974,0.5043370111024592,0.550041657186229,0.5785310935511717,0.5967533852158801,0.5316809001293101,0.1484252139323376,0.5899390540244809,0.7238971332321631,0.5669088550143002
dst_yager_fire_specificity_silence_sensitivity_tau_0_8,644.0,221.2,480.4,792.8,2138.4,1436.8,701.6,0.7444446011651065,0.44820167798406907,0.6848395248240047,0.3773292040712164,0.3151604751759953,0.5517983220159309,0.5258111303575109,0.5665206014040369,0.5594297704512193,0.4869149632410461,0.12728097426822566,0.5899390540244809,0.7238971332321631,0.5422443941498808
dst_yager_fire_specificity_silence_sensitivity_tau_0_9,508.8,114.6,587.0,928.0,2138.4,1436.8,701.6,0.8162770241020791,0.35407785434848676,0.836730402212068,0.38746594828845826,0.16326959778793199,0.6459221456515132,0.5124411132301063,0.5954041282802774,0.49384342114590984,0.39927361809027667,0.1971608352223086,0.5899390540244809,0.7238971332321631,0.5328630253595448
naive_bayes_tau_0_1,1436.8,701.6,0.0,0.0,2138.4,1436.8,701.6,0.6718727792103223,1.0,0.0,,1.0,0.0,0.6718727792103223,0.5,0.8037229442468735,0.911003248516266,,0.6227578912901789,0.7587585698838257,0.4140635648935954
naive_bayes_tau_0_2,608.4,152.4,549.2,828.4,2138.4,1436.8,701.6,0.7996346229513825,0.42348707073808844,0.7827825942589164,0.39873498617214054,0.2172174057410836,0.5765129292619116,0.5413781125964627,0.6031348324985024,0.5536999628502681,0.4674575905134165,0.2022782607209356,0.6227578912901789,0.7587585698838257,0.5735168765952726
naive_bayes_tau_0_3,435.4,80.4,621.2,1001.4,2138.4,1436.8,701.6,0.8444091069109506,0.30296267074806477,0.8853998761462426,0.38282384670260716,0.11460012385375737,0.6970373292519352,0.49412322815255605,0.5941812734471537,0.44587131501659716,0.347512854151823,0.20686476537595827,0.6227578912901789,0.7587585698838257,0.5926799558071189
naive_bayes_tau_0_4,322.4,46.2,655.4,1114.4,2138.4,1436.8,701.6,0.8738381904170003,0.2242841110502601,0.934183434550379,0.3703612956617698,0.06581656544962107,0.7757158889497399,0.45724810502712654,0.5792337728003195,0.3568444053531349,0.26342287209647336,0.19666947409670613,0.6227578912901789,0.7587585698838257,0.5718513682649842
naive_bayes_tau_0_5,285.0,41.4,660.2,1151.8,2138.4,1436.8,701.6,0.8729531000884057,0.1982623019300032,0.9410471530680532,0.3643522589248404,0.05895284693194679,0.8017376980699968,0.44200329299280383,0.5696547274990282,0.32308041486086847,0.23449905420010717,0.18179080057414715,0.6227578912901789,0.7587585698838257,0.5910407670488164
naive_bayes_tau_0_6,267.6,38.0,663.6,1169.2,2138.4,1436.8,701.6,0.8754640898814993,0.18619792348232508,0.9459015936769525,0.3620852846671839,0.054098406323047465,0.813802076517675,0.4354690569970451,0.5660497585796389,0.30707736167105415,0.22099520876419496,0.17713629329595265,0.6227578912901789,0.7587585698838257,0.5979469360249937
naive_bayes_tau_0_7,246.4,36.0,665.6,1190.4,2138.4,1436.8,701.6,0.8719525712730493,0.17136289379613034,0.948723193462552,0.3586219674589477,0.051276806537448,0.8286371062038697,0.4264687484853546,0.5600430436293411,0.286333875160344,0.20414921508472297,0.16634093248404036,0.6227578912901789,0.7587585698838257,0.5983150879170911
naive_bayes_tau_0_8,177.0,27.8,673.8,1259.8,2138.4,1436.8,701.6,0.8632885617896516,0.12310636688331691,0.9604178588639369,0.3484812316522826,0.03958214113606305,0.8768936331166831,0.3978680484509655,0.541762112873627,0.21545200475208612,0.14857905402892033,0.13296154651966632,0.6227578912901789,0.7587585698838257,0.5076495902548909
naive_bayes_tau_0_9,69.2,12.6,689.0,1367.6,2138.4,1436.8,701.6,0.8462412260618789,0.04812176389600358,0.9820638970777408,0.3350351357880051,0.017936102922259216,0.9518782361039964,0.3545757454641726,0.5150928304868722,0.0910497145108058,0.05930632907107257,0.07393857104227716,0.6227578912901789,0.7587585698838257,0.5852277113758423
